,Company,TypeName,Ram,Gpu,OpSys,Weight,Price,Touchscreen,IPS,Full HD,Quad HD+,4K Ultra HD,Retina Display,ppi,SSD,HDD,Flash,Hybrid,CPU Brand,AMD,Nvidia
530,Dell,Gaming,16,Nvidia,Windows,4.42,160520.3856,0,1,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
531,Toshiba,Notebook,8,Intel,Windows,2.0,45820.8,0,1,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,other,other
532,Asus,Notebook,8,Nvidia,Windows,2.0,69210.72,0,1,0,0,1,0,282.42399616439724,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 960M
533,Mediacom,Notebook,4,Intel,Windows,1.2,19660.32,0,1,1,0,0,0,165.6321180513006,32.0,0.0,0.0,0.0,Intel Celeron,other,other
534,Asus,Gaming,8,Nvidia,Windows,2.3,87858.72,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1060
535,Dell,Notebook,8,Nvidia,Windows,1.93,72940.31999999999,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 930MX
536,Dell,Notebook,8,AMD,Windows,2.2,42486.0048,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,AMD Radeon 530,other
537,HP,Notebook,4,Intel,Windows,1.86,21258.1872,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Other Intel,other,other
538,HP,Gaming,12,Nvidia,Windows,2.62,95850.72,0,0,1,0,0,0,127.33567457123111,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
539,Lenovo,Notebook,8,Nvidia,Windows,1.87,45767.52,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 940MX
540,Dell,Ultrabook,8,Intel,Windows,1.2,74538.72,1,0,0,1,0,0,276.053530085501,256.0,0.0,0.0,0.0,Intel Core i7,other,other
541,Dell,Notebook,4,Intel,Windows,1.6,39207.1536,0,0,1,0,0,0,157.3505121487356,128.0,0.0,0.0,0.0,Intel Core i3,other,other
542,HP,Ultrabook,8,Intel,Windows,1.34,61005.6,0,1,0,1,0,0,276.053530085501,256.0,0.0,0.0,0.0,Intel Core i7,other,other
543,Acer,Gaming,8,Nvidia,Linux/Android/others,2.4,42517.44,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
544,Asus,Notebook,4,AMD,Windows,2.0,18594.72,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,AMD,AMD Radeon R2 Graphics,other
545,HP,Notebook,4,Intel,Windows,2.1,37589.04,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,other,other
546,Lenovo,Notebook,4,Intel,Windows,1.87,41824.8,0,0,1,0,0,0,157.3505121487356,0.0,500.0,0.0,0.0,Intel Core i5,other,other
547,Lenovo,Notebook,4,Intel,Linux/Android/others,2.15,24634.008,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
548,HP,Notebook,4,Intel,Windows,1.86,21152.16,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i3,other,other
549,Lenovo,Notebook,8,Intel,Windows,1.99,92121.12,0,1,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,other
550,Lenovo,Notebook,4,Intel,Windows,2.2,26586.72,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,other,other
551,Dell,Notebook,8,Intel,Windows,1.9,59513.2272,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
552,Dell,Gaming,16,Nvidia,Windows,4.42,143802.72,0,1,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
553,HP,Notebook,8,Intel,Windows,2.65,28992.312,0,0,0,0,0,0,106.11306214269258,0.0,1024.0,0.0,0.0,Intel Core i3,other,other
554,HP,Notebook,8,Nvidia,Windows,2.63,68198.4,0,0,1,0,0,0,127.33567457123111,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 930MX
555,Asus,Notebook,4,Intel,Linux/Android/others,2.0,11934.72,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron,other,other
556,Mediacom,Notebook,4,Intel,Windows,1.35,13586.4,0,1,1,0,0,0,165.6321180513006,0.0,0.0,32.0,0.0,Other Intel,other,other
557,Lenovo,Notebook,6,Nvidia,Windows,2.8,50562.72,0,0,0,0,0,0,106.11306214269258,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 940MX
558,HP,Notebook,6,AMD,Windows,1.91,30310.992,0,1,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,AMD,AMD Radeon 530,other
559,Dell,Notebook,4,AMD,Windows,2.18,32921.712,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,AMD Radeon R5 M420,other
560,Acer,2 in 1 Convertible,4,Intel,Windows,1.25,18594.72,1,1,1,0,0,0,189.90579052433606,0.0,0.0,32.0,0.0,Intel Celeron,other,other
561,Lenovo,Notebook,4,Intel,Windows,2.05,33566.4,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i3,other,other
562,HP,Ultrabook,16,Intel,Windows,1.16,104695.2,1,1,0,1,0,0,276.053530085501,512.0,0.0,0.0,0.0,Other Intel,other,other
563,Lenovo,Notebook,8,Nvidia,Windows,3.4,159786.72,0,1,1,0,0,0,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M620M
564,Asus,Notebook,8,Nvidia,Windows,2.5,44701.92,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
565,Dell,Ultrabook,8,Intel,Windows,1.21,85194.72,1,1,0,0,1,0,331.2642361026012,128.0,0.0,0.0,0.0,Intel Core i5,other,other
566,Dell,Notebook,4,Intel,Windows,1.93,51095.52,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,other,other
567,Fujitsu,Notebook,8,Intel,Windows,2.2,39373.92,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
568,Lenovo,Notebook,4,Intel,Windows,2.2,18328.32,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Other Intel,other,other
569,Lenovo,Notebook,4,Intel,Windows,2.02,52747.2,0,0,0,0,0,0,111.93520355955211,0.0,500.0,0.0,0.0,Intel Core i5,other,other
570,HP,Workstation,8,Nvidia,Windows,3.14,99153.5472,0,0,0,0,0,0,106.11306214269258,0.0,500.0,0.0,0.0,Intel Core i5,other,Nvidia Quadro M1200
571,HP,Notebook,8,Intel,Windows,1.94,20725.92,0,0,0,0,0,0,111.93520355955211,0.0,2048.0,0.0,0.0,Other Intel,other,other
572,HP,Notebook,6,AMD,Windows,1.95,34578.72,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,AMD,AMD Radeon 530,other
573,Lenovo,Notebook,8,Intel,Windows,2.3,44222.4,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
574,Lenovo,Notebook,4,Intel,Windows,2.05,36496.8,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,other,other
575,Mediacom,Notebook,4,Intel,Windows,1.4,13266.72,0,0,1,0,0,0,157.3505121487356,32.0,0.0,0.0,0.0,Other Intel,other,other
576,Toshiba,Ultrabook,16,Intel,Windows,1.24,99367.2,1,0,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,other,other
577,Lenovo,Gaming,32,Nvidia,Windows,4.6,141884.63999999998,0,1,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
578,MSI,Gaming,16,Nvidia,Windows,4.14,145401.12,0,0,1,0,0,0,127.33567457123111,512.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
579,Dell,Notebook,8,AMD,Linux/Android/others,2.2,39907.2528,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon R5 M430,other
580,Mediacom,Notebook,4,Intel,Windows,1.45,20725.92,0,1,1,0,0,0,157.3505121487356,32.0,0.0,0.0,0.0,Intel Celeron,other,other
581,Dell,Notebook,8,Intel,Windows,1.9,53733.94559999999,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,other,other
582,HP,Notebook,4,Intel,Windows,1.49,38308.32,0,0,1,0,0,0,165.6321180513006,128.0,0.0,0.0,0.0,Intel Core i3,other,other
583,Dell,Notebook,16,Nvidia,Windows,1.93,81912.13919999999,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 930MX
584,Dell,Netbook,4,Intel,Linux/Android/others,1.26,15717.6,0,0,0,0,0,0,135.0942111925629,0.0,0.0,16.0,0.0,Intel Celeron,other,other
585,MSI,Gaming,16,Nvidia,Windows,4.5,125154.72,0,0,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 980M
586,HP,Gaming,16,Nvidia,Windows,3.78,79813.44,0,1,1,0,0,0,127.33567457123111,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
587,Lenovo,Ultrabook,12,Intel,Windows,1.4,89137.44,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,other
588,Lenovo,Notebook,12,Intel,Windows,2.2,32447.52,1,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i7,other,other
589,Asus,Gaming,8,Nvidia,Windows,2.73,94305.6,0,1,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1060
590,Asus,2 in 1 Convertible,8,Intel,Windows,2.2,39373.92,1,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
591,Lenovo,Notebook,12,AMD,Windows,2.2,50562.72,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,AMD,AMD Radeon 530,other
592,Dell,2 in 1 Convertible,4,Intel,Windows,1.39,32127.84,1,0,0,0,0,0,135.0942111925629,128.0,0.0,0.0,0.0,Other Intel,other,other
593,Samsung,Notebook,16,Nvidia,Windows,2.5,90522.72,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
594,Lenovo,Notebook,4,Intel,Linux/Android/others,2.8,28185.12,0,0,1,0,0,0,127.33567457123111,0.0,500.0,0.0,0.0,Intel Core i3,other,other
595,Lenovo,Notebook,8,Intel,Windows,2.29,24455.52,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,other,other
596,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,107892.0,1,1,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
597,Lenovo,Notebook,8,Intel,Windows,1.7,78534.72,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
598,Dell,2 in 1 Convertible,8,Intel,Windows,1.34,88977.59999999999,1,0,1,0,0,0,176.23257360658386,256.0,0.0,0.0,0.0,Intel Core i5,other,other
599,Dell,Workstation,8,Nvidia,Windows,2.06,93932.64,1,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia Quadro M620
600,HP,Notebook,8,Intel,Windows,1.84,64948.32,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,other
601,HP,Notebook,4,Intel,Windows,2.1,35616.6144,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,other,other
602,Acer,Notebook,4,Intel,Windows,1.6,17529.12,0,0,1,0,0,0,157.3505121487356,0.0,0.0,32.0,0.0,Intel Celeron,other,other
603,MSI,Gaming,16,Nvidia,Windows,4.14,117162.72,0,0,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 970M
604,Dell,Notebook,4,AMD,Linux/Android/others,2.18,24775.2,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,AMD Radeon R5 M420,other
605,MSI,Gaming,16,Nvidia,Windows,1.8,122490.72,0,0,0,0,1,0,282.42399616439724,256.0,2048.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
606,Toshiba,Notebook,8,Intel,Windows,2.2,74538.72,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,other
607,Lenovo,Notebook,6,Intel,Windows,2.4,30049.92,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
608,Lenovo,2 in 1 Convertible,8,Intel,Windows,2.0,69210.72,1,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,other
609,Acer,Notebook,4,Intel,Windows,1.6,18594.72,0,0,0,0,0,0,111.93520355955211,0.0,0.0,128.0,0.0,Other Intel,other,other
610,Lenovo,Notebook,32,Nvidia,Windows,2.5,261018.72,0,1,0,0,1,0,282.42399616439724,1024.0,0.0,0.0,0.0,Other Intel,other,Nvidia Quadro M2200M
611,Dell,Gaming,16,Nvidia,Windows,2.59,46833.6528,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 960<U+039C>
612,Dell,Notebook,4,Intel,Linux/Android/others,2.18,23650.992,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,other,other
613,Dell,Notebook,4,Intel,Linux/Android/others,2.25,19127.52,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,other,other
614,Dell,Notebook,4,Intel,Linux/Android/others,1.93,46300.32,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,other,other
615,Asus,Gaming,8,Nvidia,Windows,3.0,62231.04,0,0,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
616,Dell,Notebook,4,AMD,Linux/Android/others,2.18,30316.32,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i5,AMD Radeon R5 M420,other
617,HP,Ultrabook,8,Intel,Windows,1.84,74005.92,0,0,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,other
618,MSI,Gaming,16,Nvidia,Windows,2.94,120831.5808,0,0,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
619,Acer,2 in 1 Convertible,4,Intel,Linux/Android/others,1.25,20193.12,1,1,0,0,0,0,135.0942111925629,0.0,0.0,32.0,0.0,Intel Celeron,other,other
620,HP,Notebook,8,Intel,Windows,2.31,59886.72,0,0,0,0,0,0,111.93520355955211,256.0,0.0,0.0,0.0,Intel Core i5,other,other
621,Lenovo,Notebook,8,Intel,Windows,1.65,78055.2,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
622,Dell,Notebook,4,AMD,Windows,2.2,41345.28,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,AMD Radeon 530,other
623,Fujitsu,Notebook,8,Intel,Windows,2.2,42570.72,0,0,0,0,0,0,100.45466986113651,256.0,0.0,0.0,0.0,Intel Core i5,other,other
624,HP,Notebook,4,Intel,Windows,1.88,49656.96,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,other,other
625,Lenovo,Notebook,8,Nvidia,Windows,2.2,47898.72,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce 920MX
626,Mediacom,Notebook,2,Intel,Windows,1.4,12733.92,0,0,1,0,0,0,157.3505121487356,0.0,0.0,32.0,0.0,Other Intel,other,other
627,Lenovo,Notebook,4,Intel,Linux/Android/others,2.2,24935.04,0,0,1,0,0,0,141.21199808219862,128.0,0.0,0.0,0.0,Intel Core i5,other,other
628,Asus,2 in 1 Convertible,6,Intel,Windows,1.5,34046.4528,1,0,1,0,0,0,165.6321180513006,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
629,Dell,Notebook,8,Nvidia,Windows,2.0,96969.6,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
630,Asus,Ultrabook,16,Intel,Windows,1.1,101232.0,0,0,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,other,other
631,Dell,Gaming,16,Nvidia,Windows,2.62,78801.12,0,0,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
632,Lenovo,Notebook,4,Intel,Windows,1.8,44169.12,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
633,Lenovo,Notebook,4,Nvidia,Windows,2.2,30849.12,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce 920MX 
634,Asus,Notebook,8,Intel,Windows,2.0,21258.72,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Celeron,other,other
635,Asus,Notebook,8,Nvidia,Windows,1.99,48304.7136,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
636,Dell,Ultrabook,8,Intel,Windows,1.23,99580.32,1,0,0,1,0,0,276.053530085501,256.0,0.0,0.0,0.0,Intel Core i5,other,other
637,Lenovo,Notebook,2,Intel,Windows,1.42,13266.72,0,0,0,0,0,0,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron,other,other
638,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.37,93635.3376,1,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i7,other,other
639,Dell,Notebook,16,Nvidia,Windows,2.06,127818.72,1,0,0,0,1,0,282.42399616439724,1024.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
640,Lenovo,Gaming,8,Nvidia,Windows,2.5,59087.52,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050M
641,HP,Notebook,8,AMD,Windows,2.6,27753.552,0,0,0,0,0,0,107.98564559226952,0.0,1024.0,0.0,0.0,AMD,AMD Radeon R5,other
642,Lenovo,Ultrabook,16,Intel,Windows,1.14,130536.0,0,1,1,0,0,0,157.3505121487356,512.0,0.0,0.0,0.0,Intel Core i7,other,other
643,Asus,Gaming,8,Nvidia,Linux/Android/others,2.5,62284.32,0,1,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
644,Acer,Notebook,4,Intel,Windows,2.4,23976.0,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,other,other
645,Lenovo,Notebook,4,Intel,Windows,1.43,14598.72,0,0,0,0,0,0,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron,other,other
646,Acer,Ultrabook,8,Intel,Windows,1.8,48964.32,0,1,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
647,Razer,Gaming,16,Nvidia,Windows,1.95,138474.72,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
648,Toshiba,Notebook,8,Intel,Windows,1.2,64628.64,0,0,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
649,Lenovo,Ultrabook,8,Intel,Windows,1.36,84395.52,0,1,1,0,0,0,176.23257360658386,256.0,0.0,0.0,0.0,Intel Core i7,other,other
650,Asus,Gaming,32,Nvidia,Windows,3.8,149130.72,0,1,1,0,0,0,127.33567457123111,512.0,0.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1080
651,Acer,Gaming,8,Nvidia,Linux/Android/others,2.4,37775.52,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
652,Dell,Ultrabook,8,Intel,Windows,1.2,77250.672,0,0,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
653,MSI,Gaming,8,Nvidia,Windows,2.2,63499.10399999999,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050 Ti
654,HP,Notebook,4,Intel,Linux/Android/others,1.86,19441.872,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i3,other,other
655,Toshiba,Notebook,8,Intel,Windows,2.0,56689.92,0,1,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,other,other
656,Dell,Notebook,8,AMD,Windows,2.2,48964.32,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
657,Dell,Notebook,16,AMD,Windows,2.2,60472.8,0,0,1,0,0,0,141.21199808219862,256.0,2048.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
658,Lenovo,Gaming,8,Nvidia,Windows,3.31,63722.88,0,1,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 960
659,Dell,Gaming,32,Nvidia,Windows,4.42,167691.8736,0,1,0,0,1,0,254.67134914246222,512.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
660,Dell,Notebook,8,Intel,Windows,1.56,65481.12,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
661,Lenovo,Notebook,4,Intel,Windows,2.2,22324.32,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron,other,other
662,Lenovo,Notebook,4,Intel,Windows,2.2,28504.8,0,0,1,0,0,0,141.21199808219862,0.0,500.0,0.0,0.0,Intel Core i5,other,other
663,HP,Notebook,6,AMD,Windows,2.04,28717.92,0,0,0,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i3,AMD Radeon R5 M430,other
664,MSI,Gaming,8,Nvidia,Windows,2.7,79215.1056,0,0,1,0,0,0,127.33567457123111,128.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1060
665,Toshiba,Notebook,4,Intel,Windows,2.1,26533.44,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,other,other
666,Dell,Notebook,8,Intel,Windows,2.06,50882.4,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i5,other,other
667,HP,Notebook,8,AMD,Windows,2.1,39693.6,0,0,1,0,0,0,141.21199808219862,0.0,1024.0,0.0,0.0,Intel Core i7,AMD Radeon 530,other
668,Toshiba,Notebook,8,Intel,Windows,2.0,67026.23999999999,0,1,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,other
669,Acer,Notebook,4,Intel,Linux/Android/others,2.1,21951.36,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Core i3,other,other
670,Microsoft,Ultrabook,8,Intel,Windows,1.252,99519.048,1,0,0,0,0,0,200.84255993695703,256.0,0.0,0.0,0.0,Intel Core i7,other,other
671,Lenovo,Notebook,8,AMD,Windows,1.9,43580.376,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i5,AMD Radeon R5 M430,other
672,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.3,55091.52,1,1,1,0,0,0,165.6321180513006,256.0,0.0,0.0,0.0,Intel Core i5,other,other
673,Lenovo,Notebook,4,AMD,Windows,2.2,18594.72,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,AMD,AMD Radeon R2 Graphics,other
674,HP,2 in 1 Convertible,4,Nvidia,Windows,1.63,37242.72,1,1,1,0,0,0,157.3505121487356,128.0,0.0,0.0,0.0,Intel Core i3,other,Nvidia GeForce 940MX
675,MSI,Gaming,16,Nvidia,Windows,2.4,68944.31999999999,0,0,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1050
676,Asus,Ultrabook,8,Intel,Windows,1.1,60472.8,0,0,1,0,0,0,157.3505121487356,256.0,0.0,0.0,0.0,Intel Core i5,other,other
677,HP,2 in 1 Convertible,8,Intel,Linux/Android/others,1.4,26373.6,1,0,0,0,0,0,135.0942111925629,0.0,0.0,64.0,0.0,Intel Celeron,other,other
678,LG,Ultrabook,8,Intel,Windows,1.09,122490.72,0,1,1,0,0,0,141.21199808219862,512.0,0.0,0.0,0.0,Intel Core i7,other,other
679,Acer,Gaming,16,Nvidia,Windows,2.5,69210.72,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050 Ti
680,MSI,Gaming,8,Nvidia,Windows,2.2,53168.112,0,0,1,0,0,0,141.21199808219862,256.0,0.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1050
681,Asus,Notebook,4,Intel,Windows,1.86,22324.32,0,0,0,0,0,0,100.45466986113651,128.0,0.0,0.0,0.0,Intel Celeron,other,other
682,Dell,Gaming,16,Nvidia,Windows,3.21,109277.28,0,0,1,0,0,0,141.21199808219862,128.0,1024.0,0.0,0.0,Intel Core i5,other,Nvidia GeForce GTX 1060
683,HP,Notebook,4,AMD,Windows,2.5,37242.72,0,1,1,0,0,0,127.33567457123111,256.0,0.0,0.0,0.0,Intel Core i3,AMD Radeon R5 520,other
684,Lenovo,2 in 1 Convertible,8,Intel,Windows,1.19,79866.72,1,1,1,0,0,0,165.6321180513006,512.0,0.0,0.0,0.0,Intel Core i7,other,other
685,Dell,Gaming,16,Nvidia,Windows,3.49,149916.6,0,0,1,0,0,0,141.21199808219862,256.0,1024.0,0.0,0.0,Intel Core i7,other,Nvidia GeForce GTX 1070
686,HP,Notebook,4,AMD,Windows,1.86,32639.8608,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Core i5,AMD Radeon 520,other
687,Dell,Notebook,4,AMD,Windows,2.2,29073.297599999994,0,0,0,0,0,0,100.45466986113651,0.0,1024.0,0.0,0.0,Intel Core i3,AMD Radeon R5 M430,other
688,HP,Notebook,6,AMD,Windows,2.65,30316.32,0,1,1,0,0,0,127.33567457123111,0.0,2048.0,0.0,0.0,AMD,AMD Radeon R7 M440,other
689,Lenovo,Notebook,4,Intel,Windows,2.1,16943.04,0,0,0,0,0,0,100.45466986113651,0.0,500.0,0.0,0.0,Intel Celeron,other,other
690,Acer,Notebook,4,Intel,Linux/Android/others,1.45,19980.0,0,0,0,0,0,0,111.93520355955211,0.0,0.0,32.0,0.0,Intel Celeron,other,other
